P15AWCJ06, AAW048TP1041B, A0803CB1000, 1091A08T41, BB710, 1365.980, 1988.970
P15AWCC34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB767, 4910.810, 5533.800
P15AWCG06, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB32, 5218.920, 5841.910
P15AWCG22, AAW048TP1041B, A0803CB1000, 1091A08T41, BB787, 1982.970, 2605.960
P15AWCG38, AAW048TP1041B, A0803CB1000, 1091A08T41, BB759, 3857.940, 4480.930
P14AWDZ21, AAW048TP1041B, A0803CB1000, 1091A08T41, BB758, 1365.980, 1988.970
P14AWDZ37, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 114.000, 736.990
P15AWAG03, AAW048TP1008B, A0803CB1000, 1091A08T41, BB787, 3312.950, 4046.820
P15AWAG19, AAW048TP1008B, A0803CB1000, 1091A08T41, BB909, 1257.590, 2367.180
P15AWAG35, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU43, 1320.380, 1923.571
P15AWAJ03, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU23, 780.190, 1383.380
P15AWAJ19, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU68, 114.000, 717.190
P15AWAJ35, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU17, 1355.380, 1958.571
P15AWAK04, AAW048TP1008B, A0803CB1000, 1091A08T41, BB910, 2459.180, 3568.770
P15AWAK20, AAW048TP1008B, A0803CB1000, 1091A08T41, BB845, 3448.770, 4558.360
P15AWAK36, AAW048TP1008B, A0803CB1000, 1091A08T41, BB855, 3442.770, 4552.360
P15AWAL04, AAW048TP1008B, A0803CB1000, 1091A08T41, BB929, 1299.590, 2409.180
P15AWAL20, AAW048TP1008B, A0803CB1000, 1091A08T41, BB713, 192.000, 925.870
P15AWAL36, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU12, 752.190, 1355.380
P15AWAM04, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU46, 114.000, 717.190
P15AWAM20, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU65, 872.190, 1475.380
P15AWAM36, AAW048TP1008B, A0803CB1000, 1091A08T41, BB806, 3593.770, 4703.360
P15AWAN04, AAW048TP1008B, A0803CB1000, 1091A08T41, BB868, 2407.180, 3516.770
P15AWAN20, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU46, 3129.951, 3733.141
P15AWAN36, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU43, 2526.761, 3129.951
P15AWAP04, AAW048TP1008B, A0803CB1000, 1091A08T41, BB828, 1633.357, 2742.947
P15AWAP20, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU66, 2590.761, 3193.951
P15AWBG08, AAW048TP1041B, A0803CB1000, 1091A08T41, BB787, 4753.810, 5376.800
P15AWBG24, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 3341.091, 3964.081
P15AWBG40, AAW048TP1041B, A0803CB1000, 1091A08T41, BB731, 3966.940, 4589.930
P15AWBL05, AAW048TP1008B, A0803CB1000, 1091A08T41, BB211, 4104.612, 4810.282
P15AWBL21, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU12, 1958.571, 2561.761
P15AWBM05, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB03, 1467.980, 2090.970
P15AWBM21, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB36, 5300.451, 5923.441
P15AWBM37, AAW048TP1041B, A0803CB1000, 1091A08T41, BB217, 777.230, 1334.461
P15AWCC15, AAW048TP1041B, A0803CB1000, 1091A08T41, BB725, 3871.940, 4494.930
P15AWCC31, AAW048TP1041B, A0803CB1000, 1091A08T41, BB759, 120.000, 742.990
P15AWCC47, AAW048TP1041B, A0803CB1000, 1091A08T41, BB767, 893.990, 1516.980
P15AWCG03, AAW048TP1041B, A0803CB1000, 1091A08T41, BB731, 229.000, 851.990
P15AWCG19, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 1273.931, 1831.161
P15AWCG35, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 3578.602, 4135.832
P15AWCJ03, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 1393.980, 2016.970
P15AWCZ09, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 2464.141, 3021.371
P15AWBG05, AAW048TP1041B, A0803CB1000, 1091A08T41, BB753, 239.000, 861.990
P15AWBG21, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 5376.800, 5999.790
P15AWBG37, AAW048TP1041B, A0803CB1000, 1091A08T41, BB725, 756.990, 1379.980
P15AWBL02, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU04, 3129.951, 3733.141
P15AWBL18, AAW048TP1008B, A0803CB1000, 1091A08T41, BB869, 121.000, 1230.590
P15AWBM02, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 1237.461, 1794.691
P15AWBM18, AAW048TP1041B, A0803CB1000, 1091A08T41, BB723, 190.000, 812.990
P15AWBM34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB723, 2337.850, 2960.840
P15AWCC12, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 3228.950, 3851.940
P15AWCC28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB723, 5452.800, 6075.790
P15AWCC44, AAW048TP1041B, A0803CB1000, 1091A08T41, BB758, 4897.631, 5520.621
P15AWCG16, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 1411.980, 2034.970
P15AWCG32, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 2710.960, 3333.950
P15AWCZ06, AAW048TP1041B, A0803CB1000, 1091A08T41, BB726, 5616.561, 6239.551
P15AWAG16, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU67, 1411.380, 2014.571
P15AWAG32, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU68, 2526.761, 3129.951
P15AWAG48, AAW048TP1008B, A0803CB1000, 1091A08T41, BB828, 1229.590, 1633.357
P15AWAJ16, AAW048TP1008B, A0803CB1000, 1091A08T41, BB888, 2439.180, 3548.770
P15AWAJ32, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU23, 2589.761, 3192.951
P15AWAK01, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU17, 2561.761, 3164.951
P15AWAK17, AAW048TP1008B, A0803CB1000, 1091A08T41, BB868, 1297.590, 2407.180
P15AWAK33, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU69, 2038.571, 2641.761
P15AWAL01, AAW048TP1008B, A0803CB1000, 1091A08T41, BB931, 4596.360, 5705.950
P15AWAL17, AAW048TP1008B, A0803CB1000, 1091A08T41, BB731, 5919.910, 6653.781
P15AWAL33, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU65, 1475.380, 2078.571
P15AWAM01, AAW048TP1008B, A0803CB1000, 1091A08T41, BB831, 145.000, 1254.590
P15AWAM17, AAW048TP1008B, A0803CB1000, 1091A08T41, BB841, 114.000, 1223.590
P15AWAM33, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU65, 2078.571, 2681.761
P15AWAN01, AAW048TP1008B, A0803CB1000, 1091A08T41, BB888, 1329.590, 2439.180
P15AWAN17, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU13, 854.190, 1457.380
P15AWAN33, AAW048TP1008B, A0803CB1000, 1091A08T41, BB840, 1356.590, 2466.180
P15AWAP01, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU22, 2578.761, 3181.951
P15AWAP17, AAW048TP1008B, A0803CB1000, 1091A08T41, BB863, 214.000, 1323.590
P14AWDV24, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 841.990, 1464.980
P14AWDZ34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 1464.980, 2087.970
P15AWCG41, AAW048TP1041B, A0803CB1000, 1091A08T41, BB723, 3583.830, 4206.820
P15AWCG25, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB29, 4277.820, 4900.810
P15AWCG09, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 1982.970, 2605.960
P15AWCC37, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB15, 4480.930, 5103.920
P15AWCC21, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB15, 742.990, 1365.980
P15AWCC05, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB36, 2418.730, 3041.720
P15AWBM43, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 3021.640, 3578.870
P15AWBM27, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 2087.970, 2710.960
P15AWBM11, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 788.990, 1411.980
P15AWBL27, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU43, 1923.571, 2526.761
P15AWBL11, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU66, 1987.571, 2590.761
P15AWBG46, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB15, 1988.970, 2611.960
P15AWBG30, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 4617.313, 5174.543
P15AWBG14, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 4060.082, 4617.313
P15AWAP10, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU57, 114.000, 717.190
P15AWAN42, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU18, 2050.571, 2653.761
P15AWAN26, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU51, 3129.951, 3733.141
P15AWAN10, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU18, 3860.141, 4463.331
P15AWAM42, AAW048TP1008B, A0803CB1000, 1091A08T41, BB901, 120.000, 1229.590
P15AWAM26, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU69, 3244.951, 3848.141
P15AWAM10, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU19, 3827.141, 4430.331
P15AWAL42, AAW048TP1008B, A0803CB1000, 1091A08T41, BB825, 1229.590, 2339.180
P15AWAL26, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU67, 3220.951, 3824.141
P15AWAL10, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU26, 1441.375, 2044.565
P15AWAK42, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU42, 873.852, 1477.042
P15AWAK26, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU43, 717.190, 1320.380
P15AWAK10, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU52, 2526.761, 3129.951
P15AWAJ41, AAW048TP1008B, A0803CB1000, 1091A08T41, BB888, 3548.770, 4658.360
P15AWAJ25, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU17, 752.190, 1355.380
P15AWAJ09, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU68, 1320.380, 1923.571
P15AWAG41, AAW048TP1008B, A0803CB1000, 1091A08T41, BB888, 220.000, 1329.590
P14AWDZ27, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB03, 4460.581, 5083.571
P14AWDZ43, AAW048TP1041B, A0803CB1000, 1091A08T41, BB767, 4287.820, 4910.810
P15AWAG09, AAW048TP1008B, A0803CB1000, 1091A08T41, BB216, 1397.461, 2103.131
P15AWAG25, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU06, 1343.380, 1946.571
P15AWAG12, AAW048TP1008B, A0803CB1000, 1091A08T41, BB842, 2339.180, 3448.770
P15AWAG28, AAW048TP1008B, A0803CB1000, 1091A08T41, BB909, 2367.180, 3476.770
P15AWAG44, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU26, 838.185, 1441.375
P15AWAJ12, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU69, 1435.380, 2038.571
P15AWAJ28, AAW048TP1008B, A0803CB1000, 1091A08T41, BB854, 249.000, 1358.590
P15AWAJ44, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU09, 3135.951, 3739.141
P15AWAK13, AAW048TP1008B, A0803CB1000, 1091A08T41, BB863, 2433.180, 3542.770
P15AWAK29, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU16, 3195.951, 3799.141
P15AWAK45, AAW048TP1008B, A0803CB1000, 1091A08T41, BB931, 3486.770, 4596.360
P15AWAL13, AAW048TP1008B, A0803CB1000, 1091A08T41, BB801, 1229.590, 2339.180
P15AWAL29, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU09, 723.190, 1326.380
P15AWAL45, AAW048TP1008B, A0803CB1000, 1091A08T41, BB931, 2377.180, 3486.770
P15AWAM13, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU21, 3129.951, 3733.141
P15AWAM29, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU21, 114.000, 717.190
P15AWAM45, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU09, 3739.141, 4342.331
P15AWAN13, AAW048TP1008B, A0803CB1000, 1091A08T41, BB912, 2339.180, 3448.770
P15AWAN29, AAW048TP1008B, A0803CB1000, 1091A08T41, BB902, 3480.770, 4590.360
P15AWAN45, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU06, 740.190, 1343.380
P15AWAP13, AAW048TP1008B, A0803CB1000, 1091A08T41, BB726, 4175.700, 4909.571
P15AWBG01, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB15, 3234.950, 3857.940
P15AWBG17, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 2464.410, 3021.640
P15AWBG33, AAW048TP1041B, A0803CB1000, 1091A08T41, BB753, 5423.927, 6046.917
P15AWBL14, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU01, 1923.571, 2526.761
P15AWBM14, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 1359.980, 1982.970
P15AWBM30, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 716.701, 1273.931
P15AWBM46, AAW048TP1041B, A0803CB1000, 1091A08T41, BB723, 4206.820, 4829.810
P15AWCC08, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 3502.852, 4060.082
P15AWCC24, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 5210.061, 5833.051
P15AWCC40, AAW048TP1041B, A0803CB1000, 1091A08T41, BB713, 3612.710, 4235.700
P15AWCG12, AAW048TP1041B, A0803CB1000, 1091A08T41, BB731, 1474.980, 2097.970
P15AWCG28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 5157.920, 5780.910
P15AWCG44, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB32, 857.990, 1480.980
P15AWCZ02, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 2605.960, 3228.950
P14AWDZ30, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB03, 5083.571, 5706.561
P15AWCC14, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB32, 4595.930, 5218.920
P15AWCC30, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 3578.870, 4136.101
P15AWCC46, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 4587.071, 5210.061
P15AWCG02, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB29, 2129.970, 2752.960
P15AWCG18, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB32, 3349.950, 3972.940
P15AWCG34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB731, 2720.960, 3343.950
P15AWCJ02, AAW048TP1041B, A0803CB1000, 1091A08T41, BB759, 3234.950, 3857.940
P15AWCZ08, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 2042.970, 2665.960
P15AWAG34, AAW048TP1008B, A0803CB1000, 1091A08T41, BB854, 3577.770, 4687.360
P15AWAJ02, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU21, 717.190, 1320.380
P15AWAJ18, AAW048TP1008B, A0803CB1000, 1091A08T41, BB869, 2340.180, 3449.770
P15AWAJ34, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU01, 3129.951, 3733.141
P15AWAK03, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU01, 717.190, 1320.380
P15AWAK19, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU59, 114.000, 717.190
P15AWAK35, AAW048TP1008B, A0803CB1000, 1091A08T41, BB929, 2409.180, 3518.770
P15AWAL03, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU12, 3164.951, 3768.141
P15AWAL19, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU65, 2681.761, 3284.951
P15AWAL35, AAW048TP1008B, A0803CB1000, 1091A08T41, BB869, 3449.770, 4559.360
P15AWAM03, AAW048TP1008B, A0803CB1000, 1091A08T41, BB914, 1229.590, 2339.180
P15AWAM19, AAW048TP1008B, A0803CB1000, 1091A08T41, BBJ02, 2333.180, 3442.770
P15AWAM35, AAW048TP1008B, A0803CB1000, 1091A08T41, BB831, 2364.180, 3473.770
P15AWAN03, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU69, 2641.761, 3244.951
P15AWAN19, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU57, 3129.951, 3733.141
P15AWAN35, AAW048TP1008B, A0803CB1000, 1091A08T41, BB883, 2390.180, 3499.770
P15AWAP03, AAW048TP1008B, A0803CB1000, 1091A08T41, BB860, 3531.770, 4641.360
P15AWAP19, AAW048TP1008B, A0803CB1000, 1091A08T41, BB852, 1238.590, 2348.180
P15AWBG07, AAW048TP1041B, A0803CB1000, 1091A08T41, BB767, 271.000, 893.990
P15AWBG23, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB32, 235.000, 857.990
P15AWBG39, AAW048TP1041B, A0803CB1000, 1091A08T41, BB217, 4677.842, 5235.072
P15AWBL04, AAW048TP1008B, A0803CB1000, 1091A08T41, BB924, 2339.180, 3448.770
P15AWBL20, AAW048TP1008B, A0803CB1000, 1091A08T41, BB726, 3441.830, 4175.700
P15AWBM04, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 2657.960, 3280.950
P15AWBM20, AAW048TP1041B, A0803CB1000, 1091A08T41, BB710, 2611.960, 3234.950
P15AWBM36, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 4136.101, 4693.331
P14AWDZ36, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 5754.910, 6377.900
P14AWDZ17, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 2639.960, 3262.950
P14AWDZ33, AAW048TP1041B, A0803CB1000, 1091A08T41, BB759, 1988.970, 2611.960
P15AWAG31, AAW048TP1008B, A0803CB1000, 1091A08T41, BB902, 152.000, 1261.590
P15AWAG47, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU18, 1447.380, 2050.571
P15AWAJ15, AAW048TP1008B, A0803CB1000, 1091A08T41, BBB36, 244.000, 977.870
P15AWAJ31, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU16, 1386.380, 1989.571
P15AWAJ47, AAW048TP1008B, A0803CB1000, 1091A08T41, BB864, 2476.180, 3402.379
P15AWAK16, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU59, 2526.761, 3129.951
P15AWAK32, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU57, 2526.761, 3129.951
P15AWAK48, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU26, 173.000, 234.995
P15AWAL16, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU52, 114.000, 717.190
P15AWAL32, AAW048TP1008B, A0803CB1000, 1091A08T41, BB855, 2333.180, 3442.770
P15AWAL48, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU42, 114.000, 270.662
P15AWAM16, AAW048TP1008B, A0803CB1000, 1091A08T41, BB852, 129.000, 1238.590
P15AWAM32, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU49, 195.000, 798.190
P15AWAM48, AAW048TP1008B, A0803CB1000, 1091A08T41, BB758, 3318.950, 3567.651
P15AWAN16, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU13, 1457.380, 2060.571
P15AWAN32, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU09, 2532.761, 3135.951
P15AWAN48, AAW048TP1008B, A0803CB1000, 1091A08T41, BB808, 120.000, 257.158
P15AWAP16, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU19, 811.190, 1414.380
P15AWBG04, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 3021.371, 3578.602
P15AWBG20, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 3280.950, 3903.940
P15AWBG36, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 2034.970, 2657.960
P15AWBL01, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU04, 1320.380, 1923.571
P15AWBL17, AAW048TP1008B, A0803CB1000, 1091A08T41, BB879, 1229.590, 2339.180
P15AWBM01, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 219.000, 841.990
P15AWBM17, AAW048TP1041B, A0803CB1000, 1091A08T41, BB745, 3909.940, 4532.930
P15AWBM33, AAW048TP1041B, A0803CB1000, 1091A08T41, BB216, 4564.492, 5121.722
P15AWCC11, AAW048TP1041B, A0803CB1000, 1091A08T41, BB758, 4274.641, 4897.631
P15AWCC27, AAW048TP1041B, A0803CB1000, 1091A08T41, BB767, 2139.970, 2762.960
P15AWCC43, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 3964.081, 4587.071
P15AWCG15, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 5202.920, 5825.910
P15AWCG31, AAW048TP1041B, A0803CB1000, 1091A08T41, BB219, 2906.151, 3463.382
